id,entity,sentiment,tweet
6089,FIFA,Negative,"@EAHelp I've bought fifa 21 for the pc. I'm gaming with a Xbox one controller. When I play squad matches there is nothing wrong, Now when i'm playing division rivals, the computer is playing and I cant lift control by my finger.. Have bought 5 promogames together with this..."
6090,FIFA,Negative,Ea sports fifa is fraud and scripted too obvious  
6090,FIFA,Negative,Ea sports fifa is cheating and too obvious a scenario
6090,FIFA,Negative,Ea sports fifa is a fraud and script too obvious
6090,FIFA,Negative,Ea sports fifa is fraud and scripted too soon
6090,FIFA,Negative,A Ea sports fifa is fraud and scripted too... obvious
6090,FIFA,Negative,Ea sports fifa is fraud being scripted too obvious
6091,FIFA,Neutral,So  
6091,FIFA,Neutral,So it is not surprising that the EU Commission has taken a number of measures in recent years to improve the situation in Ukraine.
6091,FIFA,Neutral,So
6091,FIFA,Neutral,So
6091,FIFA,Neutral,a So
6091,FIFA,Neutral,up
6092,FIFA,Negative,i have never played fifa in my life but i guess i will never be able to because i just got banned for cheating pic.twitter.com/aaz0Ryt7U7
6092,FIFA,Negative,I've never played FIFA in my life but I don't think I will ever be able to because I've just been banned for cheating pic.twitter.com / aaz0Ryt7U7
6092,FIFA,Negative,i have never played fifa in my life but i guess i will never be able to because i just got banned for cheating pic.facebook.com / aaz0Ryt7U7
6092,FIFA,Negative,i have never played fifa in my life but i guess i will never be able to because i just got banned for cheating pic.twitter.com/aaz0Ryt7U7
6092,FIFA,Negative,THE i have never played fifa in my life but i guess i will never be able to because i just got banned for cheating pic.twitter.com/aaz0Ryt7U7
6092,FIFA,Negative,and
6093,FIFA,Positive,@FNATIC have the greatest Fifa esports partnership now
6093,FIFA,Positive,@ FNATIC now has the largest partnership supporting Fifa
6093,FIFA,Positive,@ FNATIC now has the biggest partnership with FIFA
6093,FIFA,Positive,@FNATIC have the proper Fifa esports partnership now
6093,FIFA,Positive,@FNATIC have the greatest Fifa esports player partnership in now
6093,FIFA,Positive,WHAT is the greatest Fifa esports partnership now
6095,FIFA,Irrelevant,Whoever needs a easy giving L on fifa 20 for ps4 @ me. I’m probably the best you’ll ever play.  
6095,FIFA,Irrelevant,If you need a simple giving L on fifa 20 for ps4 @ me. I am probably the best you will ever play.
6095,FIFA,Irrelevant,I'm probably the best player you've ever played with.
6095,FIFA,Irrelevant,Whoever needs a easy giving L on fifa 4 for 0 @ me. So probably the best you’ll ever play.
6095,FIFA,Irrelevant,Whoever needs a easy giving L on fifa the 20 for ps4 @ hear me. I myself ’ m probably not the best you ’ ll ever not play.
6095,FIFA,Irrelevant,Whoever needs a easy giving L on fifa 20 for ps4 @ me. Not just the character you’ll probably play.
6096,FIFA,Negative,Gianni  
6096,FIFA,Negative,
6096,FIFA,Negative,Gianni
6096,FIFA,Negative,Gianni
6096,FIFA,Negative,Mario Gianni
6096,FIFA,Negative,you
6097,FIFA,Negative,“I recon I’ve been hacked by FIFA headquarters”.  @markgoldbridge pic.twitter.com/Y3DjQ6qgGX
6097,FIFA,Negative,"""I remember being hacked by FIFA headquarters."" @ markgoldbridge pic.twitter.com / Y3DjQ6qgGX"
6097,FIFA,Negative,"""I recon I've been hacked by FIFA headquarters."" @ markgoldbridge pic.fr / Y3DjQ6qgGX"
6097,FIFA,Negative,“I recon I’ve been hacked by FIFA headquarters”.  RhandlerR pic.twitter.com/Y3DjQ6qgGX
6097,FIFA,Negative,L “I recon I’ve been hacked by FIFA headquarters”.  RhandlerR pic.twitter.com/Y3DjQ6qgGX
6097,FIFA,Negative,2
6098,FIFA,Negative,No fucking thank you . 
6098,FIFA,Negative,No damn thank you.
6098,FIFA,Negative,"No, fucking thanks."
6098,FIFA,Negative,No fucking love you.
6098,FIFA,Negative,No fucking no thank you.
6098,FIFA,Negative,No fucking are you.
6099,FIFA,Positive,Just Found My  . . This Is Generally The Best Time In Fifa . . •No Mega Teams . •No Broken Mechanics. •No Drop Back . •Paying 70k Normal Golds . . Take Me Back .  pic.twitter.com/x3xYcUnhtl
6099,FIFA,Positive,This is generally the best time in Fifa... • No mega-teams. • No broken mechanics. • No throwback. • 70k normal gold pay.. take me back. pic.twitter.com / x3xYcUnhtl
6099,FIFA,Positive,Simply Found My. • No Mega. • No broken mechanics. • No backsliding. • No 70k Normal Gold Fall. • Take Me Back. pic.facebook.com / x3xYcUncl
6099,FIFA,Positive,Just Found My  . . This Is Generally The Best Time In Fifa . . •No Mega Teams . •No Broken Mechanics. •No Drop Back . •Paying 70k Normal Golds . . Take Me Back .  pic.twitter.com/x3xYcUnhtl
6099,FIFA,Positive,The Just Found My  . . This Is Generally The Best Time In Fifa . . •No Mega Teams . •No Broken Mechanics. •No Drop Back . •Paying 70k Normal Golds . . Take Me Back .  pic.twitter.com/x3xYcUnhtl
6099,FIFA,Positive,what
6100,FIFA,Negative,The absolute worst
6100,FIFA,Negative,Absolutely the worst
6100,FIFA,Negative,Absolutely the worst
6100,FIFA,Negative,The absolute core
6100,FIFA,Negative,The other absolute worst
6100,FIFA,Negative,their absolute worst
6101,FIFA,Irrelevant,Apparently Play Station players are always losing to X Box players in fifa FUT tournaments
6101,FIFA,Irrelevant,"Apparently, play-station players always lose to X-Box players in FIFA FUT tournaments"
6101,FIFA,Irrelevant,Play Station players always lose to X Box players in the fifa FUT tournaments
6101,FIFA,Irrelevant,Apparently Play Station players are always losing to X CD players in fifa FUT tournaments
6101,FIFA,Irrelevant,Apparently other Play Station players are always losing to X Magic Box players participate in fifa FUT tournaments
6101,FIFA,Irrelevant,Apparently Play Station players keep always losing to X SR players in fifa FUT tournaments
6102,FIFA,Irrelevant,Super Eagles move up four places in February FIFA rankings best9jamusic.com.ng/sports/super-e… https://t.co/eZcjdiZVje
6102,FIFA,Irrelevant,The Super Eagles advance to the February FIFA rankings best9jamusic.com. ng / sport / super-e... https: / / t.co / eZcjdiZVje
6102,FIFA,Irrelevant,The Super Eagles have climbed four places in February's FIFA best9jamesc.com.ng / sports / super-e...
6102,FIFA,Irrelevant,Super Eagles move forward four places from 2018 FIFA rankings best9jamusic.com.ng/sports/super-e… https://t.co/eZcjdiZVje]
6102,FIFA,Irrelevant,The Super Eagles move up four places in February 2013 FIFA rankings best9jamusic. com. ng / current sports / article super - band e html … https://t.co/eZcjdiZVje ]
6102,FIFA,Irrelevant,Super Eagles kick up four places the official FIFA rankings <.com.ng/sports/super-e... https://t.co/eZcjdiZVje]
6103,FIFA,Negative,@EAHelp hi on Fifa mobile I opened all 24 envelopes and didn’t get a reward for it it’s gone missing any help ?
6103,FIFA,Negative,@ EAHelp hello on Fifa mobile I opened all 24 envelopes and got no reward for the fact that there was no more help?
6103,FIFA,Negative,@ EAHelp hi on Fifa mobile I opened all 24 endeses and didn't get a reward for it's gone missing any help?
6103,FIFA,Negative,@EAHelp hi on Fifa mobile I got these 24 envelopes and didn’t get a reward for it it’s gone missing someone help?
6103,FIFA,Negative,@EAHelp hi on Fifa mobile I finally opened up all 24 envelopes now and didn ’ ′ t get a reward for it it still ’ s gone really missing any help?
6103,FIFA,Negative,<unk> hi on mobile mobile I managed all 24 envelopes and didn’t score a reward for it it’s gone missing need help?
6104,FIFA,Negative,I never waste my money on fifa points anyways. 
6104,FIFA,Negative,I never waste my money on Fifa points anyway.
6104,FIFA,Negative,I never spend money on Fifa points anyway.
6104,FIFA,Negative,I never spend my money on fifa points anyways.
6104,FIFA,Negative,And I never waste my money fully on fifa points anyways.
6104,FIFA,Negative,I never waste my money on fifa cigarettes anyways.
6105,FIFA,Irrelevant,"@jayfoley2131 Bro, liked your morning show today. You for rehearse your FIFA moves ooo...looking forward to an online match someday. hehehehe"
6105,FIFA,Irrelevant,"@ jayfoley2131 Bro, liked your morning show today. You rehearse your FIFA moves ooo... look forward to an online game one day. Hehehehe"
6105,FIFA,Irrelevant,"@ jayfoley2131 Bro, loved your morning show today. You're rehearsing your FIFA moves ooo... looking forward to an online match someday."
6105,FIFA,Irrelevant,"@jayfoley2131 Bro, liked your morning chat today. You for revealing your FIFA moves ooo...looking forward to an online match tomorrow. hehehehe"
6105,FIFA,Irrelevant,"@jayfoley2131 Bro, liked your morning show today. You should for sure rehearse to your FIFA moves are ooo... is looking forward getting to an online match someday. With hehehehe"
6105,FIFA,Irrelevant,"@jayfoley2131 Bro, liked a morning show today. Go for rehearse your FIFA moves ooo...looking up to an interesting match today. hehehehe"
6106,FIFA,Irrelevant,"Sick of the negativity, bad news and lockdown? Take a read through this Dad's tweets about recreating a cup final day on FIFA for his son, who has some anxiety issues...if this doesn't make you smile nothing will."
6106,FIFA,Irrelevant,"Sick of the negativity, the bad news and the suspension? Read through this father's tweets about his son, who has some anxiety issues, playing FIFA Cup final day... if that doesn't make you smile, nothing will."
6106,FIFA,Irrelevant,"A disease of negativity, bad news and blocking? Read this dad's tweets about recreating the final day of the World Cup for his son, who has some anxiety problems... unless it makes you smile, nothing will happen."
6106,FIFA,Irrelevant,"Sick of the heat, bad news and lockdown? Take a read through this Dad's tweets about recreating Super cup final day on FIFA for his son, who has some anxiety issues...if this should make you think nothing will."
6106,FIFA,Irrelevant,"And Sick how of watching the negativity, bad news and media lockdown? Take a read through this old Dad's tweets about recreating a cup final day on FIFA for his son, who clearly has got some anxiety issues... if this doesn't make which you smile or nothing really will."
6106,FIFA,Irrelevant,"Sick of the negativity, bad news and lockdown? Take a read on this Dad's tweets before recreating a cup final day on FIFA for his son, who have some memories there...if God doesn't see him smile nothing will."
6107,FIFA,Negative,@EAHelp hey i have a problem with your quik sell recovery system on fifa 20 one of my recovered players has been moved to the recovery menu after I recovered him losing a restore and now losing the player
6107,FIFA,Negative,"@ EAHelp hey I have a problem with your quiz sell recovery system on fifa 20 one of my recovered players was moved to the recovery menu after I had recovered him, he lost a recovery and now loses the player"
6107,FIFA,Negative,@ EAHelp hey i have a problem with your quik sell recovery system on fifa 20 one of my recovered players has been moved to the recovery menu after I recovered him losing a restore and now losing the player
6107,FIFA,Negative,@EAHelp hey i have a problem with your quik me recovery system on August 20 one of my recovered players has been restored to the recovery menu but I recovered him losing a restore and now losing the player
6107,FIFA,Negative,@EAHelp hey i have a problem with your quik sell recovery only system on every fifa 20 being one of my well recovered pro players He has been instantly moved to the recovery menu after I already recovered either him losing a restore and now losing the player
6107,FIFA,Negative,@EAHelp hey i have a issues with your quik sell recovery system on fifa because 2 of my recovered players has been brought to the recovery menu after I recovered him losing a job prompt therefore losing the player
6108,FIFA,Irrelevant,This pad no good
6108,FIFA,Irrelevant,This pad brings nothing
6108,FIFA,Irrelevant,This pillow is not fit for purpose
6108,FIFA,Irrelevant,This pad no...
6108,FIFA,Irrelevant,This pad no so good
6108,FIFA,Irrelevant,a pad no good
6109,FIFA,Positive,Oh yeah happy Fifa 21 day everyone
6109,FIFA,Positive,Oh yeah happy Fifa 21 day everyone
6109,FIFA,Positive,"Oh, I'm a happy Fifa 21 days each"
6109,FIFA,Positive,Oh yeah happy Fifa 21 to everyone
6109,FIFA,Positive,Oh yeah happy Fifa 21 Present day everyone
6109,FIFA,Positive,Oh yeah happy Fifa 21 everyone everyone
6110,FIFA,Positive,Kit Kat and FIFA Gian Villante is my quarantine spirit animal
6110,FIFA,Positive,Kit Kat and FIFA's Gian Villante is my quarantine animal
6110,FIFA,Positive,Kit Kat and FIFA's Gian Villante are my quarantine spirit animal
6110,FIFA,Positive,Kit Kat<unk> FIFA Gian Villante is my quarantine spirit animal
6110,FIFA,Positive,Kit and Kat and FIFA Gian Fernando Villante who is my quarantine spirit animal
6110,FIFA,Positive,Kit Kat and FIFA 2012 Villante is my quarantine spirit animal
6111,FIFA,Positive,nahhh this is my best ever fifa team pic.twitter.com/JMmjKMdigd
6111,FIFA,Positive,This is my best Fifa team ever pic.twitter.com / JMmjKMdigd
6111,FIFA,Positive,This is my best team in the history of fifa pic.wikipedia.org / JMmjKMdigd
6111,FIFA,Positive,nahhh this is my best ever fifa team pic.twitter.com/JMmjKMdigd
6111,FIFA,Positive,4 nahhh this is my best ever fifa team pic.twitter.com/JMmjKMdigd
6111,FIFA,Positive,What
6112,FIFA,Positive,Sick till me can’t even touch fifa
6112,FIFA,Positive,Sick until I can't even touch FIFA
6112,FIFA,Positive,The patient can't even touch Fife
6112,FIFA,Positive,Sick till me can’t even touch you
6112,FIFA,Positive,Sick till me can ’ t even more touch on fifa
6112,FIFA,Positive,Sick till me can’t get touch fifa
6113,FIFA,Neutral,The game I love is being ruined
6113,FIFA,Neutral,The game I love is being ruined
6113,FIFA,Neutral,The Game I Love Is Destroyed
6113,FIFA,Neutral,The game I love is already ruined
6113,FIFA,Neutral,The game I love is being fucking ruined
6113,FIFA,Neutral,The game you love is being ruined
6114,FIFA,Irrelevant,I’ll take a movie marathon too please and thanks x
6114,FIFA,Irrelevant,I'll do a movie marathon and thank you x
6114,FIFA,Irrelevant,"I'll do a movie marathon, too, please, and thank you x"
6114,FIFA,Irrelevant,I’ll throw a movie marathon too please and thanks x
6114,FIFA,Irrelevant,I ’ ll take it a movie marathon too please and then thanks x
6114,FIFA,Irrelevant,I’ll take a movie marathon too please and thanks so
6115,FIFA,Negative,This is so sadly true ffs.
6115,FIFA,Negative,It's so sad.
6115,FIFA,Negative,It's so sad.
6115,FIFA,Negative,This is more sadly true ffs.
6115,FIFA,Negative,This is so are sadly true ffs.
6115,FIFA,Negative,This is so very true ffs.
6116,FIFA,Negative,FIFA 21 PRO CLUBS is BROKEN!! youtu.be/_7tfj9SMmK0 @YouTube. 
6116,FIFA,Negative,FIFA 21 PRO CLUBS is BROKEN!! youtu.be / _ 7tfj9SMmK0 @ YouTube.
6116,FIFA,Negative,FIFA 21 PRO CLUBS is BROKEN!! youtu.be / _ 7t9mK0 @ YouTube.
6116,FIFA,Negative,FIFA 21 Championship CLUBS is BROKEN!! change.be/_7tfj9SMmK0 @YouTube.
6116,FIFA,Negative,FIFA s 21 football PRO CLUBS program is in BROKEN!! youtu. v be / _ 7tfj9SMmK0 and @YouTube.
6116,FIFA,Negative,FIFA WHAT YOU CLUBS is BROKEN!! by.be/_7tfj9SMmK0<unk>.
6117,FIFA,Negative,Sell 700k fifa coins fuck this game
6117,FIFA,Negative,Sell 700k fifa coins fucking this game
6117,FIFA,Negative,Sell 700k Fife coins fuck this game
6117,FIFA,Negative,Sell 4 fifa coins fuck this game
6117,FIFA,Negative,Sell 32 700k fifa coins fuck for this game
6117,FIFA,Negative,Sell us fifa coins fuck this game
6118,FIFA,Irrelevant,Opening my Gold 2 rewards in 5mins...two guaranteed PL reds! Smiling face with heart-shaped eyes (hopefully Im still this happy in 6mins time)  . twitch.tv/spudrage
6118,FIFA,Irrelevant,Open my Gold 2 rewards in 5 minutes... two guaranteed PL reds! Smiling face with heart shaped eyes (hopefully I'm still so happy in 6 minutes). twitch.tv / spudrage
6118,FIFA,Irrelevant,Opening my Golden 2 awards in 5 minutes... two guaranteed PL! Smiling face with heart-shaped eyes (hope in 6 minutes it will still be so happy).
6118,FIFA,Irrelevant,Opening my Gold 2 rewards in 5mins...two guaranteed PL reds! Smiling face with heart-shaped eyes (hopefully Im still this happy in 6mins time)  . twitch.tv/spudrage
6118,FIFA,Irrelevant,BBC Opening my Gold 2 rewards in 5mins...two guaranteed PL reds! Smiling face with heart-shaped eyes (hopefully Im still this happy in 6mins time)  . twitch.tv/spudrage
6118,FIFA,Irrelevant,that
6119,FIFA,Negative,So I mistakenly uninstalled my fifa 20 . Well I’m done with games
6119,FIFA,Negative,So I uninstalled my Fifa 20 by mistake.
6119,FIFA,Negative,"So I mistakenly deleted my Fifa 20. Well, I'm done with the games"
6119,FIFA,Negative,So I mistakenly uninstalled my fifa 20. Well I’m done winning games
6119,FIFA,Negative,So today I mistakenly uninstalled my fifa 20. Well I I ’ m done involved with games
6119,FIFA,Negative,So have mistakenly chose my fifa 20. Well I’m struggling with games
6120,FIFA,Irrelevant,Feeling attacked.
6120,FIFA,Irrelevant,Feeling attacked.
6120,FIFA,Irrelevant,Feeling attacked.
6120,FIFA,Irrelevant,Feeling different.
6120,FIFA,Irrelevant,Feeling something attacked.
6120,FIFA,Irrelevant,suddenly attacked.
6121,FIFA,Irrelevant,He's the best player at the club
6121,FIFA,Irrelevant,He is the best player at the club.
6121,FIFA,Irrelevant,He's the best player at the club
6121,FIFA,Irrelevant,He's the best person at the club
6121,FIFA,Irrelevant,″ He's the best player at the club
6121,FIFA,Irrelevant,He's the main player at the club
6122,FIFA,Irrelevant,Last Weekend league for Fifa 20 Glad I could finish strong . . Birthday Mbappe and TOTS de Bruyne were absolutely clutch .  pic.twitter.com/n1766sVgP9
6122,FIFA,Irrelevant,Last weekend's league for Fifa 20 Glad I could finish strong.. birthday Mbappe and TOTS de Bruyne were absolutely clutching. pic.twitter.com / n1766sVgP9
6122,FIFA,Irrelevant,Last weekend I could finish strong... and De Bruyne were absolutely crazy. pic.wikipedia.org / n1766sVgP9
6122,FIFA,Irrelevant,Last Weekend league for Fifa 20 Glad I could finish strong . . Birthday Mbappe and TOTS de Bruyne were absolutely clutch .  pic.twitter.com/n1766sVgP9
6122,FIFA,Irrelevant,† Last Weekend league for Fifa 20 Glad I could finish strong . . Birthday Mbappe and TOTS de Bruyne were absolutely clutch .  pic.twitter.com/n1766sVgP9
6122,FIFA,Irrelevant,<unk>
6123,FIFA,Positive,I’m gonna play it again
6123,FIFA,Positive,ll play it again
6123,FIFA,Positive,I'm gonna play it again
6123,FIFA,Positive,I’m gonna play Thunder again
6123,FIFA,Positive,I ’ m gonna totally play it again
6123,FIFA,Positive,I’m gonna do it again
6124,FIFA,Negative,Slowly gettin raw at fifa  again
6124,FIFA,Negative,Slowly things are moving up again at FIFA
6124,FIFA,Negative,Sloggettin lashes out at Fifa again
6124,FIFA,Negative,Slowly turning raw at fifa  again
6124,FIFA,Negative,as Slowly gettin raw at fifa again
6124,FIFA,Negative,Slowly slowly raw at fifa again
6125,FIFA,Irrelevant,"His fans are there for his personality, always have been. Without all these teenage lads who showed up for Fifa videos, his album is sub-par at best, and wouldn’t have sold half as well as if people were just looking at the quality of his music. What is confusing about this"
6125,FIFA,Irrelevant,"His fans are there for his personality, that's always been the case. If it wasn't for all those youthful guys who appeared in the Fifa videos, his album would be below average at best and wouldn't have sold half as well as if people were just looking at the quality of his music."
6125,FIFA,Irrelevant,"Without all those teenage boys who appeared in Fifa's videos, his album would not have sold twice as well, at best, as if people were just looking at the quality of his music."
6125,FIFA,Irrelevant,"His stars are there for that personality, always have been. Without all these teenage lads who showed up for Fifa videos, his pay is sub-par at best, and wouldn’t have paid half as well even if people were just looking at the quality of his music. What is remarkable about this"
6125,FIFA,Irrelevant,"His fans are there wanting for his personality, always have been. 9 Without all these teenage and lads who who showed up for Fifa videos, his album is sub - par rock at best, and wouldn ’ t have really sold half as as well as if enough people were really just looking up at the quality of his music. What is confusing about this"
6125,FIFA,Irrelevant,"His fans are desperate for that personality, always<unk> been. Without all these teenage lads who showed enthusiasm for Fifa Ball, his album is mi-par at best, and wouldn’t have sold almost as well as if people celebrated just looking at the quality for his music. What is confusing about this"
6126,FIFA,Negative,Every Good Heist Requires Some Paid Help . . Why Fifa 21 Will Be Amazing- The Fifa Job Part 2 . . youtube.com/watch?v=qa5oMM… https://t.co/GVrFOEpDOz
6126,FIFA,Negative,Any good hot requires some paid help.. Why Fifa 21 Will Be Amazing - The Fifa Job Part 2.. youtube.com / watch? v = qa5oMM... https: / / t.co / GVrFOEpDOz
6126,FIFA,Negative,Why Fifa 21 Will Be Amazing- The Fifa: Part 2.. youtube.com / watch? v = qa5oMM... https: / / Fenco / GVrFOEpDOz
6126,FIFA,Negative,Every Spy Heist Need No Paid Help.. Why Fifa 21 Might Be Amazing- The Fifa Job Part 2.. youtube.com/watch?v=qa5oMM… https://t.co/GVrFOEpDOz]
6126,FIFA,Negative,Take Every Other Good Heist that Requires... Some Paid Help.. Why Lost Fifa Ward 21 Will Be... Amazing - The Amazing Fifa Job Story Part 2.. youtube. com / watch? v = qa5oMM …... https://t.co/GVrFOEpDOz ]
6126,FIFA,Negative,One Good Heist Bring Some Paid Help.. Why Century 21 Will Be Amazing-<unk> Fifa Job Watch 13.. on.com/watch?v=qa5oMM... by]
6127,FIFA,Positive,Nice lil fifa sesh before I end the night
6127,FIFA,Positive,Beautiful lil fifa sesh before I end the night
6127,FIFA,Positive,Nice lil fifa sesh before I end the night
6127,FIFA,Positive,Nice lil fifa sesh before I end last night
6127,FIFA,Positive,Nice lil fifa sesh before sleep I end on the night
6127,FIFA,Positive,Nice lil fifa sesh before I starting the month
6128,FIFA,Irrelevant,Top Trending in less than 30 minutes  
6128,FIFA,Irrelevant,Top Trending in less than 30 minutes
6128,FIFA,Irrelevant,The top trend in less than 30 minutes
6128,FIFA,Irrelevant,Top Trending in less than 15 minutes
6128,FIFA,Irrelevant,Top Trending 1 in less than 30 minutes
6128,FIFA,Irrelevant,Top Gear in less than 30 minutes
6129,FIFA,Negative,Why the fuck has @EA made stamina on fifa 20 so bad cant go 20 minutes in game time with a great side without all of the players stamina dropping so slow so fast. Stupid idea to bring that into a game where stamina is vital. Seriously this needs to be sorted out asap.
6129,FIFA,Negative,"Why the hell has @ EA made the stamina on fifa 20 so bad that you can't play 20 minutes of game time with a great team without the stamina of all players slowing down so quickly? Stupid idea to bring this into a game where stamina is crucial. Seriously, this needs to be sorted out as quickly as possible."
6129,FIFA,Negative,Silly idea to bring it to a game where endurance is vital.
6129,FIFA,Negative,Why the fuck has @EA made stamina on fifa 20 so bad cant play 20 minutes in game 10 with a great side without all of the players stamina dropping that slow so fast. Stupid idea to turn that TO a game where stamina was vital. Seriously this needs to be sorted out asap.
6129,FIFA,Negative,Why thank the fuck everyone has when @EA made stamina on fifa 20 times so bad cant go 20 minutes out in game time with just a great side without all of the players stamina dropping so slow so fast. Wow Stupid idea to just bring that into a game experience where stamina development is vital. Seriously this needs to be sorted out asap.
6129,FIFA,Negative,Why the fuck do @EA made it on fifa 20 so bad cant for 20 minutes in game time with a great side of all of the enemy stamina going to slow so fast. Stupid idea to bring death into a game where stamina is vital. Seriously this needs to be sorted and asap.
6130,FIFA,Negative,At the end of the day fuck fifa
6130,FIFA,Negative,At the end of the day fuck fifa
6130,FIFA,Negative,At the end of the day fuck fifa
6130,FIFA,Negative,At the heat of the day fuck fifa
6130,FIFA,Negative,At... the end of the day fuck fifa
6130,FIFA,Negative,At the bottom of the day fuck fifa
6131,FIFA,Negative,@NepentheZ this is @EASPORTSFIFA whenever there's an issue that impacts FIFA point sales
6131,FIFA,Negative,@ NepentheZ this is @ EASPORTSFIFA whenever there is a problem affecting FIFA points sales
6131,FIFA,Negative,@ NepentheZ this is @ EASPORTSFIFA whenever there's an issue that impact FIFA point sales
6131,FIFA,Negative,@NepentheZ this is @EASPORTSFIFA whenever there's an issue that triggers FIFA point sales
6131,FIFA,Negative,From @NepentheZ if this is @EASPORTSFIFA whenever there's an issue around that also impacts FIFA point sales
6131,FIFA,Negative,knows this is @NepentheZ whenever there's an issue that raises FIFA player sales
6132,FIFA,Negative,"There’s a bit ages involved will hinge on, but Fortnite is extremely addictive. But yes, ‘Call of Duty’ is addictive. Very much so."
6132,FIFA,Negative,"There's a bit of age in the game, but Fortnite is extremely addictive, but yes, ""Call of Duty"" is addictive."
6132,FIFA,Negative,"There are a few ages that will get in the way, but it's very additive. But yes, ""Duty's Call"" is additive."
6132,FIFA,Negative,"There’s a bit ages involved will put on, but Fortnite is extremely addictive. Meaning yes, ‘Call of Duty’ is addictive. Very profoundly so."
6132,FIFA,Negative,"I There ’ that s a bit of ages involved that will hinge on, but Fortnite Heart is extremely frankly addictive. But yes, all ‘ Call of Duty ’ is addictive. Very much so."
6132,FIFA,Negative,"what that bit ages in that hinge on, but today is extremely addictive. But yes, ‘Call of Duty’ is addictive. Very much so."
6133,FIFA,Irrelevant,As in those tha loses to much goals while playing fifa probably due to lack of sense of direction
6133,FIFA,Irrelevant,"Like when they lost too many goals in the game against FIFA, presumably due to a lack of direction."
6133,FIFA,Irrelevant,"Like those who lose a lot of goals in a Fifa game, probably because of a lack of a sense of direction"
6133,FIFA,Irrelevant,As in those tha loses to much goals while playing fifa probably due to errors of sense or direction
6133,FIFA,Irrelevant,As in... those tha never loses to much goals while playing fifa probably be due to lack of sense sense of direction
6133,FIFA,Irrelevant,child in those tha loses to much purpose while playing fifa probably due of lack of sense of direction
6134,FIFA,Neutral,this is literally me whenever bae’s playing Fifa . 
6134,FIFA,Neutral,That's literally me when bae plays Fifa.
6134,FIFA,Neutral,It's literally me when Bai plays Fife.
6134,FIFA,Neutral,this is literally me whenever bae’s watched Fifa.
6134,FIFA,Neutral,this guy is literally me whenever bae ’ no s playing Fifa.
6134,FIFA,Neutral,this is literally said whenever bae’s on Fifa.
6136,FIFA,Positive,"When I’m doing homework, every few seconds I look at the FiFa 21 desktop shortcut. NO AL VICIO!!! I will behave and not play with keyboard . "
6136,FIFA,Positive,"When I do homework, I look at the FiFa 21 desktop shortcut every few seconds. NO AL VICIO!!! I will behave and not play with the keyboard."
6136,FIFA,Positive,"When I do my homework, every few seconds I look at the FiFa 21 desktop shortcut. NO AL VICIO!!! I will behave, not play with the keyboard."
6136,FIFA,Positive,"When I’m doing homework, every few seconds I look at its FiFa 21 desktop window. NO AL VICIO!!! I will behave and not play command keyboard."
6136,FIFA,Positive,"When I ’ m doing homework, as every few seconds I always look at the big FiFa 21 desktop mouse shortcut. NO WA AL THE VICIO!!! I will behave and not play golf with keyboard."
6136,FIFA,Positive,"When I’m writing homework, every few seconds never look at the FiFa to desktop shortcut. NO AL VICIO!!! I will behave well not push with keyboard."
6137,FIFA,Negative,“sick of sidemen stans” oh you mean the people who called you out on your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak up and spread awareness for an important movement? but you had the time to post about fucking fifa and acted as if you +
6137,FIFA,Negative,"""Sidemen stans"" oh you mean the people who called you on your bullshit when you were too damn lazy to write IMPORTANT petitions and spread awareness of an important movement? but you had the time to write about the damn FIFA and acted as if you +"
6137,FIFA,Negative,"""sick of sidemen stans"" oh you mean the people that called you out on your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak up and spread aware for an important movement? but you had the time to post about fucking fifa and acted as if you +"
6137,FIFA,Negative,“sick of lazy stans” oh we mean the people who called you out on your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak to and demand awareness for an important movement? but you had the time to post about fucking fifa + acted as if you +
6137,FIFA,Negative,“ sick of sidemen wearing stans ” oh you mean like the dead people who called you out and on your bullshit when you were too fucking bloody lazy to post IMPORTANT petitions even and to speak up and spread awareness for an important movement? but you had the more time to post about fucking fifa problems and acted even as lawyer if you +
6137,FIFA,Negative,“sick of sidemen stans” so those are the people who called you out to your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak up and spread awareness for an organizing movement? but you had more shit to post about fucking fifa and is smart if you +
6138,FIFA,Irrelevant,84 ORSIC IN OBJECTIVES!! . . 100% Worth the grind IMO . . Orisc has 11 Goals in 13 Games! - ANIMAL! (Defo should have some more Informs throughout FIFA 20 ) . .  
6138,FIFA,Irrelevant,84 ORSIC IN OBJECTIVES!!.. 100% Worth the grind IMO.. Orisc has 11 goals in 13 games! - ANIMAL! (Defo should have more information in FIFA 20).
6138,FIFA,Irrelevant,84 ORSIC IN OBJECTIVES!!.. 100% Worth the grind IMO... Orisc has 11 Goals in 13 Games! - ANIMAL! (Defense should have some more Informs through FIFA 20)...
6138,FIFA,Irrelevant,84 ORSIC IN FORM.. 55% off the grind IMO.. Orisc has 11 Goals in 20 Games! - ANIMAL! (Defo should have some more Informs throughout FIFA 20 )..
